Wellname		: 3-BRSA-			1132-RJS
Date		: 04/05/2			018 15:36:55
					
DEPTH	AF10	AF20	AF30	AF60	AF90
M	ohm,m	ohm,m	ohm,m	ohm,m	ohm,m
5303,52	1950	655,9	1950	1315,4	1829
5303,6724	1950	715,1	1950	1491,7	1811,5
5303,8247	1950	811,9	1950	1713,7	1855,5
5303,9771	1950	934,8	1950	1868,2	1661,9
5304,1294	1950	1067,5	1950	1768,1	1605,5
5304,2822	1950	1195,7	1950	1741,1	1850,5
5304,4346	1950	1319	1950	1792,7	1900,4
5304,5869	1950	1448,1	1950	1945,1	1915,4
5304,7393	1950	1587,7	1950	1950	1950
5304,8916	1950	1726,9	1950	1950	1950
5305,0439	1950	1844,4	1950	1950	1950
5305,1963	1950	1925,2	1950	1950	1950
5305,3486	1950	1950	1950	1950	1950
5305,501	1950	1950	1950	1950	1950
5305,6538	1950	1950	1950	1950	1950
5305,8062	1950	1950	1950	1950	1950
5305,9585	1950	1938,3	1950	1950	1950
5306,1108	1950	1861,8	1950	1950	1950
5306,2632	1950	1733,7	1950	1950	1950
5306,4155	1950	1568,2	1950	1950	1950
5306,5679	1950	1396,7	1950	1950	1950
5306,7202	1950	1252,1	1950	1950	1932,9
5306,8726	1950	1155,4	1950	1950	1886,3
5307,0254	1950	1115,3	1950	1950	1847
5307,1777	1950	1134,1	1950	1950	1827,4
5307,3301	1950	1211,5	1950	1950	1611,6
5307,4824	1950	1343,6	1950	1950	1601,4
5307,6348	1950	1516,5	1950	1950	1607,3
5307,7871	1950	1703,4	1950	1950	1865,8
5307,9395	1950	1874,7	1950	1735,7	1884
5308,0918	1950	1950	1923,7	1415,9	1950
5308,2446	1950	1950	1777,2	1150,8	1950
5308,397	1950	1923,6	1690,2	930,6	1932,1
5308,5493	1950	1365,6	1197,4	792,1	1863,4
5308,7017	1950	982,8	913	675,8	1703,1
5308,854	1950	1574,3	1407,1	851	1514,1
5309,0063	1950	1950	1819,1	938,1	1397,1
5309,1587	1950	1928	1938,3	956,7	1053,1
5309,311	1950	1729,8	1947,1	898,7	774,2
5309,4634	1950	1303,4	1736,8	676,2	527,9
5309,6162	1950	654	899,7	458,5	433,1
5309,7686	1950	444,8	762	338,5	330,9
5309,9209	1950	260,9	406	337,4	279,8
5310,0732	1950	244,4	395,8	445,3	305,9
5310,2256	1950	292,2	550	626,4	430,3
5310,3779	1950	365,9	742,3	772,3	582,6
5310,5303	1950	553	1103,8	1204	922,8
5310,6826	1950	726,5	1741	1808,7	1678,2
5310,835	1950	998	1950	1950	1950
5310,9878	1950	1312,6	1950	1950	1950
5311,1401	1950	1575,5	1950	1950	1950
5311,2925	1950	1678,1	1950	1950	1950
5311,4448	1916,3	1585,6	1950	1950	1950
5311,5972	1774,4	1357,9	1950	1950	1950
5311,7495	1536,2	1088,7	1950	1950	1950
5311,9019	1236,7	848,5	1948,3	1950	1950
5312,0542	947,7	664	1861,5	1950	1950
5312,207	719,9	523,4	1629,8	1950	1950
5312,3594	544,6	419	1318,2	1936,5	1950
5312,5117	408,8	353,4	1094,4	1854,7	1950
5312,6641	357,9	322,2	908,1	1724	1950
5312,8164	311,2	292,6	722,4	1565,4	1950
5312,9688	284,9	278,9	623,1	1404,4	1950
5313,1211	299,7	292,3	610,2	1205	1939,5
5313,2734	336,9	348,9	697,3	1039,7	1915,5
5313,4258	397,4	461,5	877,7	1092,6	1876,3
5313,5786	476,5	670,9	1145,2	1133,4	1827,4
5313,731	610,7	947,7	1607,2	1304,1	1820,6
5313,8833	832,7	1152	1914,7	1843,3	1925
5314,0356	1031,3	1430,3	1950	1950	1950
5314,188	1285,4	1668,4	1950	1950	1950
5314,3403	1545,7	1828,4	1950	1950	1950
5314,4927	1760,8	1915	1950	1950	1950
5314,645	1898,6	1949,2	1950	1950	1950
5314,7974	1950	1950	1950	1950	1950
5314,9502	1950	1950	1950	1950	1950
5315,1025	1950	1950	1950	1950	1950
5315,2549	1950	1950	1950	1950	1950
5315,4072	1950	1950	1950	1950	1950
5315,5596	1950	1950	1950	1950	1950
5315,7119	1950	1950	1950	1950	1950
5315,8643	1950	1950	1950	1950	1950
5316,0166	1950	1950	1950	1950	1950
5316,1694	1950	1936,3	1950	1950	1950
5316,3218	1950	1848,7	1950	1950	1950
5316,4741	1927,4	1698,8	1950	1950	1950
5316,6265	1844,4	1501,6	1950	1950	1950
5316,7788	1722,4	1296,5	1950	1950	1950
5316,9312	1580	1123,4	1950	1858,4	1950
5317,0835	1449,6	1003,6	1950	1781,3	1950
5317,2358	1359,9	942,6	1950	1725,4	1950
5317,3882	1327,4	939,5	1950	1415,7	1950
5317,541	1356,8	992,2	1950	1371	1950
5317,6934	1443	1094,5	1950	1562	1950
5317,8457	1564,7	1219	1950	1878,1	1950
5317,998	1681	1294,6	1950	1950	1950
5318,1504	1738,9	1232,7	1950	1950	1950
5318,3027	1698,9	1035,1	1950	1950	1950
5318,4551	1569,8	805,7	1950	1950	1835
5318,6074	1408,2	624,9	1950	1950	1405,9
5318,7598	1274,9	510	1950	1950	1012,4
5318,9126	1204,9	449,8	1950	1950	836,8
5319,0649	1205,3	430,7	1950	1934,1	1072
5319,2173	1265,5	439,3	1950	1810	1328,8
5319,3696	1347,1	453,7	1950	1729,3	1511,4
5319,522	1380,6	441,6	1950	1815,5	1858,1
5319,6743	1312,5	389	1911,1	1659,7	1872,4
5319,8267	1151,9	321,2	1561,3	981,9	1502,1
5319,979	917,8	261,9	1157,4	632,4	1217,3
5320,1318	678,8	230,2	934,6	493,4	1037,6
5320,2842	666,3	223,1	741,7	495,3	984,3
5320,4365	576,7	234,1	585	586,1	953,6
5320,5889	762	307,9	519,7	788,7	922,5
5320,7412	1005,3	417,1	556,4	1367,6	817
5320,8936	1201,9	625	617,4	1893,4	763,4
5321,0459	1502,4	986	813,3	1950	1036,7
5321,1982	1936,6	1696,9	1118,6	1950	1242
5321,3506	1950	1950	1377	1950	1562,4
5321,5034	1950	1950	1610,3	1950	1729,8
5321,6558	1950	1950	1885,6	1950	1919,8
5321,8081	1950	1767,4	1950	1950	1950
5321,9604	1950	1516,4	1950	1950	1950
5322,1128	1950	1317,4	1950	1950	1950
5322,2651	1950	1182,5	1950	1937,2	1920,9
5322,4175	1950	1121,1	1923,9	1851,1	1862,6
5322,5698	1950	1137,3	1796	1695,9	1770,3
5322,7222	1950	1157,2	1743,5	1681,1	1648,1
5322,875	1950	1328,4	1949,9	1904,6	1575,8
5323,0273	1950	1423,9	1741,7	1368,2	1576,5
5323,1797	1950	992,8	1245,7	974,1	1325,2
5323,332	1950	781,6	761,2	774,4	971,5
5323,4844	1950	494,9	559,6	671,5	796,1
5323,6367	1950	556,8	646,9	826,4	844,8
5323,7891	1950	680	936,7	1094,6	1120,4
5323,9414	1950	1052,1	1272,4	1389,5	1464,1
5324,0942	1950	1278,8	1892,7	1929,5	1932,3
5324,2466	1950	1508,4	1950	1950	1950
5324,3989	1950	1685,2	1950	1950	1950
5324,5513	1950	1762,4	1950	1950	1950
5324,7036	1950	1736,4	1950	1950	1950
5324,856	1950	1640,7	1950	1950	1950
5325,0083	1950	1522,5	1950	1950	1950
5325,1606	1950	1422,9	1950	1950	1950
5325,313	1950	1367,7	1950	1950	1950
5325,4658	1950	1367,2	1950	1950	1950
5325,6182	1950	1417,5	1950	1950	1950
5325,7705	1950	1498,9	1950	1950	1950
5325,9229	1899,7	1564,6	1950	1950	1950
5326,0752	1773,1	1546,6	1950	1950	1950
5326,2275	1583,1	1408,3	1950	1950	1950
5326,3799	1362,7	1192,6	1950	1950	1950
5326,5322	1160,2	979,9	1950	1921,1	1947,2
5326,6846	1007,2	818,5	1950	1703,7	1817
5326,8374	909,9	716,6	1950	1571,7	1774,9
5326,9897	858,4	664,6	1950	1392,2	1601,6
5327,1421	836	651,8	1931,9	1389,9	1511,1
5327,2944	847,5	679,5	1859,4	1533,6	1585,6
5327,4468	863,6	724,3	1864,8	1729,9	1752,3
5327,5991	878,2	786,6	1935,1	1782,5	1810,5
5327,7515	912,2	877,6	1950	1863,6	1876,4
5327,9038	954,1	993,6	1950	1920,1	1923,2
5328,0566	995,2	1130,4	1950	1950	1950
5328,209	1018,3	1276,6	1950	1950	1950
5328,3613	984,8	1388,4	1950	1950	1950
5328,5137	883,5	1398,2	1950	1950	1950
5328,666	742,1	1273,7	1950	1950	1950
5328,8184	601,5	1062,3	1950	1950	1950
5328,9707	485,1	841,9	1943,2	1950	1950
5329,123	396,8	658,3	1839,2	1946,6	1949,5
5329,2754	329,8	521,8	1618,8	1866,7	1883,6
5329,4282	279	417,7	1278,7	1685,9	1735,3
5329,5806	237,9	329,8	938,7	1386,5	1474,4
5329,7329	204,5	272,3	745,5	1140	1271,2
5329,8853	183,7	238,7	576,4	977,2	1097,5
5330,0376	167,7	213,6	457,7	757	905,4
5330,1899	167,6	213,8	422,8	657,1	855,2
5330,3423	193,6	253,8	482	724,5	990,2
5330,4946	257,7	384,7	700,7	985,4	1235,4
5330,647	379,9	637,5	1131,9	1410,6	1598,9
5330,7998	521,4	868,7	1795,7	1902	1931,8
5330,9521	708,5	1203,7	1950	1950	1950
5331,1045	984,3	1526,1	1950	1950	1950
5331,2568	1308,3	1742	1950	1950	1950
5331,4092	1609,9	1816,8	1950	1950	1950
5331,5615	1812	1772,9	1950	1950	1950
5331,7139	1879,7	1643	1950	1950	1950
5331,8662	1816,2	1455,1	1950	1950	1950
5332,0186	1636,2	1235,3	1947,6	1950	1950
5332,1714	1368,2	1007,3	1860,3	1886,1	1902,6
5332,3237	1067,5	795,7	1612,6	1674,1	1718,4
5332,4761	840,3	643,7	1204,1	1301,6	1379,3
5332,6284	605,8	474,4	765,4	887,7	995,8
5332,7808	359,7	309,3	513	598,4	680,3
5332,9331	252,6	230,7	375,2	442,1	511,3
5333,0854	193	182,3	276,5	336,1	404,8
5333,2378	173,1	165,6	240,1	299,4	358,8
5333,3906	179,2	172,5	244,6	310,3	351,6
5333,543	212,7	205	290,5	368,5	393,5
5333,6953	290,3	284,3	405,1	492,1	524,6
5333,8477	471,6	464,7	627,5	737,7	780,3
5334	802,1	776,9	1005,8	1181,9	1224,1
5334,1523	1055,6	983,6	1762,5	1851,8	1861,6
5334,3047	1381,3	1176,9	1950	1950	1950
5334,457	1659,6	1231,9	1950	1950	1891,6
5334,6094	1844,4	1154,9	1950	1950	1616,6
5334,7622	1937,6	1028,1	1950	1949,8	1888,8
5334,9146	1950	911,4	1950	1942	1926,2
5335,0669	1950	816,2	1950	1902,6	1928,8
5335,2192	1950	732,8	1950	1882,2	1949,4
5335,3716	1950	650,8	1917,6	1800,7	1941
5335,5239	1950	569,8	1802,2	1658,2	1906,7
5335,6763	1950	489,1	1544,9	1441,6	1812
5335,8286	1950	402,6	1340,9	1193	1831,1
5335,981	1950	377,5	1141,5	1222,8	1840,9
5336,1338	1950	338	897,7	1460,2	1824
5336,2861	1950	338	879,6	1602,5	1810,5
5336,4385	1950	412,2	1044,2	1719,5	1723,6
5336,5908	1950	472,3	1291,5	1884,2	1741,7
5336,7432	1950	551,9	1513,1	1944,4	1873
5336,8955	1950	579,5	1588,5	1950	1884,7
5337,0479	1950	671,1	1741,2	1950	1919,8
5337,2002	1950	777,4	1870,8	1950	1947,7
5337,353	1950	934,8	1950	1950	1950
5337,5054	1950	1151,8	1950	1950	1950
5337,6577	1950	1403,3	1950	1950	1950
5337,8101	1950	1619,6	1950	1950	1950
5337,9624	1950	1721,9	1950	1950	1950
5338,1147	1950	1688,5	1950	1950	1950
5338,2671	1950	1562,8	1950	1950	1950
5338,4194	1950	1410	1950	1937,4	1950
5338,5718	1950	1282,9	1950	1787,1	1932,5
5338,7246	1950	1211,6	1942,1	1630	1838,4
5338,877	1950	1205,1	1878,3	1437,2	1696,5
5339,0293	1950	1252,9	1778,4	1274,1	1567,3
5339,1816	1950	1318,9	1825,2	1114,4	1428,9
5339,334	1950	1395,6	1831,6	980,8	1343,4
5339,4863	1950	1169,2	1477,7	868	1023,5
5339,6387	1950	1006,5	1258,7	781	922,8
5339,791	1950	922,9	1112,3	753,5	884,9
5339,9434	1950	683	1248,6	936,1	998,5
5340,0962	1950	667,2	1496,3	1197,4	1255,2
5340,2485	1950	686,1	1625,7	1376,8	1436,2
5340,4009	1950	759,2	1734,1	1565,3	1596,9
5340,5532	1950	887,7	1890,6	1843,4	1844,9
5340,7056	1950	1093,6	1950	1950	1950
5340,8579	1950	1349,4	1950	1950	1950
5341,0103	1950	1610,4	1950	1950	1950
5341,1626	1950	1813,4	1950	1950	1950
5341,3154	1950	1930,8	1950	1950	1950
5341,4678	1950	1950	1950	1950	1950
5341,6201	1950	1950	1950	1950	1950
5341,7725	1950	1950	1950	1950	1950
5341,9248	1950	1950	1950	1950	1950
5342,0771	1950	1950	1950	1950	1950
5342,2295	1950	1950	1950	1950	1950
5342,3818	1950	1950	1950	1950	1950
5342,5342	1950	1950	1950	1950	1950
5342,687	1950	1950	1950	1950	1950
5342,8394	1950	1950	1950	1950	1950
5342,9917	1950	1950	1950	1948	1950
5343,144	1950	1950	1950	1920,8	1950
5343,2964	1950	1950	1950	1885,4	1950
5343,4487	1950	1950	1950	1860	1950
5343,6011	1950	1950	1950	1860,5	1950
5343,7534	1950	1938,1	1950	1889	1950
5343,9058	1950	1852,4	1950	1915,9	1950
5344,0586	1950	1683	1950	1950	1950
5344,2109	1950	1433,3	1950	1950	1950
5344,3633	1950	1154,2	1950	1950	1950
5344,5156	1950	908,6	1950	1950	1950
5344,668	1949,2	728,9	1950	1950	1950
5344,8203	1932,7	617,3	1950	1950	1950
5344,9727	1917,4	564,6	1950	1950	1950
5345,125	1914,3	564,3	1950	1950	1950
5345,2778	1924,8	617,3	1950	1950	1950
5345,4302	1944,2	731,1	1950	1950	1950
5345,5825	1950	909	1950	1950	1950
5345,7349	1950	1115	1950	1950	1950
5345,8872	1936,9	1233,9	1950	1950	1950
5346,0396	1847,2	1156,1	1950	1950	1950
5346,1919	1680,6	937,3	1950	1950	1950
5346,3442	1453,7	712,5	1950	1929,2	1830,6
5346,4966	1218,9	546,2	1950	1820,1	1630,5
5346,6494	1029,2	441,3	1945,2	1644,2	1366,8
5346,8018	906,2	384,8	1920,9	1499,2	1187,6
5346,9541	855,2	366,7	1890,6	1360	1195,6
5347,1064	870,3	384,6	1827,2	1302,5	1334,7
5347,2588	998,6	442	1800	1367,5	1497,4
5347,4111	1170,5	570,1	1923,9	1663,8	1795,3
5347,5635	1425,6	777,1	1950	1950	1950
5347,7158	1671,3	1076,1	1950	1950	1950
5347,8682	1849,4	1422,9	1950	1950	1950
5348,021	1940,5	1719,7	1950	1950	1950
5348,1733	1950	1899,2	1950	1950	1950
5348,3257	1950	1950	1950	1950	1950
5348,478	1950	1950	1950	1950	1950
5348,6304	1950	1950	1950	1950	1950
5348,7827	1950	1950	1950	1950	1950
5348,9351	1950	1950	1950	1950	1950
5349,0874	1950	1950	1950	1950	1950
5349,2402	1950	1950	1950	1950	1950
5349,3926	1950	1950	1950	1950	1950
5349,5449	1950	1950	1950	1950	1950
5349,6973	1950	1950	1950	1950	1950
5349,8496	1950	1950	1950	1917,3	1950
5350,002	1950	1950	1950	1850,5	1950
5350,1543	1950	1950	1950	1767,7	1950
5350,3066	1950	1950	1950	1683,1	1910,3
5350,459	1950	1950	1950	1610,9	1803,1
5350,6118	1950	1950	1950	1556,5	1653,9
5350,7642	1950	1899	1950	1536,2	1498,9
5350,9165	1950	1747,3	1950	1466,7	1304,4
5351,0688	1950	1507,9	1950	1377,7	1254,5
5351,2212	1950	1227,1	1950	1228,5	1108,9
5351,3735	1950	975,8	1950	1191,5	1085,5
5351,5259	1950	794,4	1950	1306,2	1146,9
5351,6782	1950	687,6	1950	1560,8	1334,9
5351,8306	1950	646,6	1950	1667,4	1507,5
5351,9834	1950	664,9	1950	1774,9	1660,4
5352,1357	1950	743,2	1950	1868,8	1790
5352,2881	1950	884,1	1950	1950	1949,1
5352,4404	1950	1075,1	1950	1950	1950
5352,5928	1950	1259,8	1950	1950	1950
5352,7451	1950	1349	1950	1950	1950
5352,8975	1950	1306,9	1950	1950	1950
5353,0498	1950	1194,5	1950	1950	1950
5353,2026	1950	1091,7	1950	1950	1950
5353,355	1950	1040,1	1950	1950	1950
5353,5073	1950	1053,8	1950	1950	1950
5353,6597	1950	1135,8	1950	1950	1950
5353,812	1950	1277,9	1950	1950	1950
5353,9644	1950	1443,7	1950	1950	1950
5354,1167	1950	1553,8	1950	1950	1950
5354,269	1950	1542,6	1950	1950	1950
5354,4214	1950	1297	1950	1950	1950
5354,5742	1950	1075,1	1521	1950	1950
5354,7266	1950	932,4	1499,8	1950	1950
5354,8789	1950	805,8	1790,7	1950	1950
5355,0313	1950	809	1841,3	1950	1950
5355,1836	1950	872,5	1880,6	1950	1950
5355,3359	1950	1003,6	1929,8	1950	1950
5355,4883	1950	1203,4	1950	1950	1950
5355,6406	1950	1448,3	1950	1950	1950
5355,793	1950	1682,7	1950	1950	1950
5355,9458	1950	1854,4	1950	1950	1950
5356,0981	1950	1941,8	1950	1950	1950
5356,2505	1950	1950	1950	1950	1950
5356,4028	1950	1950	1950	1950	1950
5356,5552	1950	1950	1950	1950	1950
5356,7075	1950	1950	1950	1950	1950
5356,8599	1950	1950	1950	1950	1950
5357,0122	1950	1950	1950	1950	1950
5357,165	1950	1950	1950	1950	1950
5357,3174	1950	1950	1950	1950	1950
5357,4697	1950	1950	1950	1950	1950
5357,6221	1950	1950	1950	1950	1950
5357,7744	1950	1950	1950	1950	1950
5357,9268	1950	1950	1950	1950	1950
5358,0791	1950	1950	1950	1950	1943,6
5358,2314	1950	1950	1950	1950	1894,2
5358,3838	1950	1950	1950	1950	1821
5358,5366	1950	1950	1950	1944,1	1744,1
5358,689	1950	1950	1950	1934,9	1686,9
5358,8413	1950	1950	1950	1934,9	1667,3
5358,9937	1950	1950	1950	1947,3	1692,4
5359,146	1950	1950	1950	1950	1745,4
5359,2983	1950	1950	1950	1950	1834,7
5359,4507	1950	1950	1950	1950	1914,3
5359,603	1950	1950	1950	1950	1945,4
5359,7554	1950	1950	1950	1950	1950
5359,9082	1950	1950	1950	1950	1950
5360,0605	1950	1950	1950	1950	1950
5360,2129	1950	1950	1950	1950	1950
5360,3652	1950	1950	1950	1950	1950
5360,5176	1950	1950	1950	1950	1950
5360,6699	1950	1950	1950	1950	1950
5360,8223	1950	1950	1950	1950	1950
5360,9746	1950	1942,6	1950	1950	1950
5361,127	1950	1898,7	1950	1950	1950
5361,2798	1950	1837,7	1950	1950	1950
5361,4321	1950	1767	1950	1950	1950
5361,5845	1950	1693,3	1950	1950	1950
5361,7368	1950	1621,9	1950	1950	1950
5361,8892	1950	1556,4	1950	1950	1950
5362,0415	1950	1501,8	1950	1950	1950
5362,1938	1950	1465,1	1950	1950	1950
5362,3462	1950	1452,6	1950	1950	1950
5362,499	1950	1462,7	1950	1950	1950
5362,6514	1950	1478,7	1950	1950	1950
5362,8037	1950	1466,2	1950	1950	1950
5362,9561	1950	1389,4	1950	1950	1950
5363,1084	1950	1245,7	1950	1950	1950
5363,2607	1950	1073,2	1896,2	1766,1	1800
5363,4131	1950	879,5	1598,5	1276,8	1339,4
5363,5654	1914	692,2	1273,2	973,6	1040,9
5363,7178	1374,7	600,1	1087,6	785,1	842,4
5363,8706	1016,1	526,4	851	596,9	655,1
5364,0229	784,4	482,5	742	550,8	600,6
5364,1753	687,9	495	711,5	532,6	577,7
5364,3276	687,2	504,9	693,9	522	570,1
5364,48	703,8	499,6	706,8	529,8	557,7
5364,6323	774,8	494,8	724,9	536,3	558,4
5364,7847	1017	539,4	822,7	560,6	597,8
5364,937	1237,5	625,5	1029,1	656,2	703,4
5365,0894	1828,3	717	1234,1	810,2	894,2
5365,2422	1950	882,5	1573,6	1073	1142,3
5365,3945	1950	974,2	1833,8	1329,2	1480
5365,5469	1950	1035,6	1927,5	1641,5	1764,9
5365,6992	1950	1058,8	1950	1832,7	1844,7
5365,8516	1950	1024,9	1950	1862,2	1827,3
5366,0039	1950	940,1	1907,4	1801,4	1689,8
5366,1563	1950	838,7	1784,9	1609,1	1323,9
5366,3086	1950	709,5	1472,8	1257,9	1087,9
5366,4614	1780,8	592	1238,4	1019,7	966,2
5366,6138	1499,2	532,3	1056,8	877,4	893,9
5366,7661	1310,8	492,2	917,4	781	810,8
5366,9185	1211,3	470,8	825,4	712,5	759
5367,0708	1120	498,7	804,8	696,2	771,2
5367,2231	1011,8	524,4	794,9	689,1	806,1
5367,3755	931,6	536,4	839	709	836,1
5367,5278	963,7	527,6	874,6	725,7	869,7
5367,6802	1078	578,9	996	756,4	872,8
5367,833	1320,3	649,1	1193,9	839,8	907,1
5367,9854	1802,4	737,4	1385,5	1012	1049
5368,1377	1949	878,7	1678,9	1250,1	1201,9
5368,29	1950	1004,9	1884,1	1446,2	1432,9
5368,4424	1950	1131,6	1948,6	1594,7	1548,5
5368,5947	1950	1256,4	1950	1583,5	1572,8
5368,7471	1950	1353,4	1950	1490,9	1517,5
5368,8994	1950	1388,9	1950	1294,2	1324,6
5369,0518	1950	1342	1950	1083,9	1078,6
5369,2046	1950	1224,7	1950	1019,9	1005,2
5369,3569	1918,8	1075,4	1950	1004,7	959,1
5369,5093	1831,9	931,3	1950	1007,9	916,5
5369,6616	1709,2	811,6	1950	1031,1	859,2
5369,814	1571,5	719,7	1950	1146,1	852,6
5369,9663	1445	649,4	1950	1312,3	899,4
5370,1187	1338,1	588,8	1950	1491,1	1003,6
5370,271	1214,9	526,8	1924,1	1614,2	1104
5370,4238	1070,2	453,1	1841,7	1638,8	1157,4
5370,5762	849,3	370,2	1720,7	1554	1136,2
5370,7285	624,4	293,3	1545,1	1366,4	941,9
5370,8809	445,1	232,8	1311,4	1153,9	866,1
5371,0332	345,2	193	1166	1113,7	942,4
5371,1855	285,8	180,2	1135,8	1168,9	1075,3
5371,3379	271,5	184,7	1183,7	1259,6	1233,4
5371,4902	282	209,9	1265	1299,6	1400,6
5371,6426	321,5	264,8	1363,2	1296,7	1582,1
5371,7954	396,1	367,3	1548,9	1216,4	1865
5371,9478	519,7	537,9	1882	1109,8	1950
5372,1001	668,9	756,4	1950	1124,5	1950
5372,2524	823,4	865,7	1852,9	1014,4	1764,4
5372,4048	755,9	741,8	1275,3	755,7	1144,7
5372,5571	548,6	512,8	731,1	532	630,5
5372,7095	427,8	373,9	520,5	405,3	434,2
5372,8618	342,5	295,8	407,3	340,4	335,3
5373,0142	325,7	267,2	374,1	318,2	305,2
5373,167	370,8	290,8	420,4	340,8	319,8
5373,3193	499,4	352,7	527,3	410,3	376,4
5373,4717	734,4	440,6	688,2	503,9	432,1
5373,624	1069,9	532	833	590,5	495,3
5373,7764	1192,7	537,8	889,2	606,6	544,7
5373,9287	1000	486,8	870,2	572,6	556,2
5374,0811	831,8	434,9	811,9	542,4	563,4
5374,2334	773,6	413,8	799,1	538,6	570,6
5374,3862	788,3	413,8	855	587,8	573,1
5374,5386	824,8	416,7	899,8	611,1	565,7
5374,6909	851,6	422,3	967,3	671,6	567,3
5374,8433	753,9	390,4	901,7	719,4	589,7
5374,9956	671,7	346,9	782,7	686,1	610,9
5375,1479	628,3	326,4	712	677,9	623,8
5375,3003	569,1	317,6	630,8	643,1	615,5
5375,4526	591,1	327,8	591,2	598,7	595,8
5375,605	698,9	371,3	624	549,9	574,6
5375,7578	738,5	409,4	657,1	527,6	558,9
5375,9102	799,8	450	685,2	515,2	551,2
5376,0625	862,4	475	718,7	520,5	556,7
5376,2148	895,3	479,5	758,3	532,1	571,9
5376,3672	942	480,3	807,9	548,1	587,6
5376,5195	1005,7	487,2	873,2	586,5	659,2
5376,6719	1147,4	511,6	969,5	626,7	753,5
5376,8242	1351,8	566,1	1119,5	685,7	880,9
5376,9766	1656	660,5	1314,1	798,9	1061,2
5377,1294	1949	799	1560	924,9	1295,9
5377,2817	1950	937,4	1820,3	1200,3	1550,5
5377,4341	1950	1034	1923,8	1471,8	1748,7
5377,5864	1950	1124	1950	1809,2	1783,4
5377,7388	1950	1165,4	1950	1925,4	1572,3
5377,8911	1950	1152,5	1950	1950	1364,9
5378,0435	1950	1107,6	1950	1950	1152,4
5378,1958	1950	1065,6	1950	1950	1061,7
5378,3486	1950	1055,1	1950	1950	995,8
5378,501	1950	1093,5	1950	1950	1393,9
5378,6533	1950	1189,1	1950	1950	1462,9
5378,8057	1950	1339,6	1950	1950	1825,2
5378,958	1950	1525,6	1950	1950	1950
5379,1104	1950	1709,3	1950	1950	1950
5379,2627	1950	1851	1950	1950	1815
5379,415	1950	1924,5	1950	1950	1612,6
5379,5674	1950	1916,6	1950	1950	1432,7
5379,7202	1950	1822,5	1950	1950	1347,7
5379,8726	1950	1646,8	1950	1950	1333,4
5380,0249	1950	1413,8	1950	1950	1250,9
5380,1772	1950	1180	1950	1949,1	1112,3
5380,3296	1950	970,4	1617,6	1447	1440,2
5380,4819	1950	765,4	1423,5	1119,1	1560,2
5380,6343	1950	729,7	1225,3	914,4	1639,6
5380,7866	1950	743,1	907,5	693,5	1627,8
5380,939	1950	1086,7	790,1	499,7	1619,8
5381,0918	1950	1192,2	1254,5	544,9	1715,5
5381,2441	1950	1535,4	1432,8	496,3	1209,3
5381,3965	1950	1487,8	1658,2	506,6	797,8
5381,5488	1950	1011,5	1556,2	475,2	489,9
5381,7012	1950	463,6	753,6	407,7	314,3
5381,8535	1950	259,4	490,5	281,3	226,6
5382,0059	1950	165,6	265,5	215,7	177,7
5382,1582	1950	122,4	212,6	250,8	187,7
5382,311	1950	122,8	230,3	322,2	240,6
5382,4634	1950	144,1	293,9	426,8	328,4
5382,6157	1950	196,5	418,2	570,2	452,5
5382,7681	1950	306,1	696,8	969,8	810,4
5382,9204	1950	468,9	1309,1	1800,3	1720,7
5383,0728	1950	763,1	1950	1950	1950
5383,2251	1950	1131,5	1950	1950	1950
5383,3774	1950	1459,5	1950	1950	1950
5383,5298	1950	1601,7	1950	1950	1950
5383,6826	1950	1569	1950	1950	1950
5383,835	1950	1469,7	1939,4	1788,9	1940,6
5383,9873	1950	1382,9	1867,3	1595,8	1888,2
5384,1396	1950	1321,8	1757,7	1317,5	1822,9
5384,292	1950	1274,6	1610,6	1086,3	1706,8
5384,4443	1950	1225,7	1473,7	948,9	1641,8
5384,5967	1950	1137,7	1355,3	831,5	1595,8
5384,749	1950	1045,8	1316	778,4	1632,5
5384,9014	1950	1033,6	1202	688	1525
5385,0542	1950	952,5	1072,5	692,3	1723,5
5385,2065	1950	952,1	1202,9	721,1	1416,4
5385,3589	1950	675,9	854,1	544,9	983,2
5385,5112	1950	509,2	695,1	474,7	736,9
5385,6636	1950	480,7	535,6	391	566,5
5385,8159	1941,5	425,7	415,8	357,9	454,8
5385,9683	1873,4	366,1	344	314,6	361,2
5386,1206	1754,8	315,9	304	298,3	331,3
5386,2734	1599	285,4	265,5	284,1	300,4
5386,4258	1419	234,2	228,8	272,3	262,7
5386,5781	1202,2	222,5	225,4	258,2	226,6
5386,7305	1040,3	224,6	235,6	243,2	194,8
5386,8828	935,3	240,8	258,6	230,1	190,4
5387,0352	854,1	269,6	293,6	226	193,4
5387,1875	783,4	305,4	334,8	226,8	195,3
5387,3398	732,9	335	360,8	226,2	192,2
5387,4922	711,7	342,3	360,3	225,9	188,9
5387,645	705,6	330	346,3	223,1	188,4
5387,7974	719,4	318,2	340	218,5	187
5387,9497	800,6	325,3	360,1	225,1	194,2
5388,1021	930,5	357,1	413,5	247,5	213,4
5388,2544	1112,4	400,7	486,8	273,9	240,9
5388,4067	1404,5	451,1	589,4	310,4	274,8
5388,5591	1682,2	479,5	675,6	345,6	303,2
5388,7114	1841	502	790,3	385,8	337,7
5388,8638	1933	550,2	924	436,2	375,8
